"pelicula_id","pelicula_titulo","attachment_id","imagen_url","nombre_archivo"
"137","Aquellos años locos","10625","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005121.jpg","0000005121.jpg"
"138","Los árboles mueren de pie","10626","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005144.jpg","0000005144.jpg"
"145","Argentino hasta la muerte","10627","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005247.jpg","0000005247.jpg"
"146","Armiño negro","10628","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005290.jpg","0000005290.jpg"
"147","Arrabalera","10629","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005310.jpg","0000005310.jpg"
"148","El arreglo","10630","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005318.jpg","0000005318.jpg"
"149","¡Arriba juventud!","10631","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005329.jpg","0000005329.jpg"
"150","Arroz con leche","12281","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000037359.jpg","0000037359.jpg"
"153","A sangre fría","10632","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005370.jpg","0000005370.jpg"
"154","Asesinato en el Senado de la Nación","10633","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005384.jpg","0000005384.jpg"
"157","Así es Buenos Aires","10634","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005617.jpg","0000005617.jpg"
"159","Así es la vida","10636","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005689.jpg","0000005689.jpg"
"160","Así no hay cama que aguante","10637","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005754.jpg","0000005754.jpg"
"167","Atracción peculiar","10638","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005792.jpg","0000005792.jpg"
"168","Atrapadas","10639","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005809.jpg","0000005809.jpg"
"172","Autocine mon amour","10640","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000005946.jpg","0000005946.jpg"
"173","La aventura de los paraguas asesinos","10641","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006011.jpg","0000006011.jpg"
"175","Las aventuras de Hijitus","10642","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006115.jpg","0000006115.jpg"
"176","Las aventuras de Jack","10643","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006126.jpg","0000006126.jpg"
"177","Las aventuras del Capitán Piluso (En el castillo del terror)","10644","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006131.jpg","0000006131.jpg"
"178","Las aventuras de los Parchís","10645","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006139.jpg","0000006139.jpg"
"181","Las aventuras de Tremendo","10646","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006216.jpg","0000006216.jpg"
"183","Avivato","10647","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006233.jpg","0000006233.jpg"
"184","Ayer fue primavera","10648","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006235.jpg","0000006235.jpg"
"187","El ayudante","10649","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006249.jpg","0000006249.jpg"
"192","Bairoletto, la aventura de un rebelde","10650","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006352.jpg","0000006352.jpg"
"193","Bajo el signo de la patria","10651","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006354.jpg","0000006354.jpg"
"197","Bajo un mismo rostro","10652","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006383.jpg","0000006383.jpg"
"199","Balada para un mochilero","10653","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006424.jpg","0000006424.jpg"
"201","El baldío","14352","http://nuevo.cinenacional.com/wp-content/uploads/2021/03/0000064794.jpg","0000064794.jpg"
"202","Bañeros II, la playa loca","10654","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006441.jpg","0000006441.jpg"
"203","Los bañeros más locos del mundo","10655","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006682.jpg","0000006682.jpg"
"204","Bárbara","10656","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006696.jpg","0000006696.jpg"
"207","El barco sale a las diez","10657","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006710.jpg","0000006710.jpg"
"208","Barcos de papel","10658","http://nuevo.cinenacional.com/wp-content/uploads/2020/11/0000006715.jpg","0000006715.jpg"
"209","La barra de la esquina","10659","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006726.jpg","0000006726.jpg"
"213","Las barras bravas","10660","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006755.jpg","0000006755.jpg"
"214","Barrio gris","10661","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006874.jpg","0000006874.jpg"
"215","El barro humano","10662","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006884.jpg","0000006884.jpg"
"216","Bartolo tenía una flauta","10663","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006889.jpg","0000006889.jpg"
"217","Basta de mujeres","10664","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006894.jpg","0000006894.jpg"
"218","La bastarda","10665","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006902.jpg","0000006902.jpg"
"220","Un bebé de contrabando","10666","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006907.jpg","0000006907.jpg"
"223","Bésame mortalmente","10667","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006909.jpg","0000006909.jpg"
"225","Besos brujos","10668","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006965.jpg","0000006965.jpg"
"227","La bestia debe morir","10669","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006970.jpg","0000006970.jpg"
"229","La bestia humana","10670","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006981.jpg","0000006981.jpg"
"231","Bicho raro","10671","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006989.jpg","0000006989.jpg"
"236","La boda","10672","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007003.jpg","0000007003.jpg"
"237","Bodas de cristal","10673","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007119.jpg","0000007119.jpg"
"240","Bólidos de acero","10674","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007148.jpg","0000007148.jpg"
"241","Las boludas","10675","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007156.jpg","0000007156.jpg"
"242","Boquitas pintadas","10676","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000001984.jpg","0000001984.jpg"
"243","Borges para millones","10677","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007191.jpg","0000007191.jpg"
"245","Breve cielo","10678","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007208.jpg","0000007208.jpg"
"246","Brigada en acción","10679","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000004176.jpg","0000004176.jpg"
"247","Brigada explosiva","10680","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007249.jpg","0000007249.jpg"
"248","Brigada explosiva contra los ninjas","10681","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007266.jpg","0000007266.jpg"
"251","Buenas noches, Buenos Aires","10682","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007274.jpg","0000007274.jpg"
"253","La buena vida","10683","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007303.jpg","0000007303.jpg"
"257","Buenos Aires, mi tierra querida","10684","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007368.jpg","0000007368.jpg"
"259","Buenos Aires Rock","10685","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007373.jpg","0000007373.jpg"
"262","El bulín","10686","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007524.jpg","0000007524.jpg"
"263","La burrerita de Ypacaraí","10687","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007541.jpg","0000007541.jpg"
"266","La búsqueda","10688","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007605.jpg","0000007605.jpg"
"267","La cabalgata del circo","10689","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000001948.jpg","0000001948.jpg"
"269","Los caballeros de la cama redonda","10690","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007926.jpg","0000007926.jpg"
"270","Caballito criollo","10691","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007955.jpg","0000007955.jpg"
"272","Caballos salvajes","10692","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000007976.jpg","0000007976.jpg"
"275","El cabo Tijereta","10693","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000008311.jpg","0000008311.jpg"
"277","Cadetes de San Martín","10694","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000008313.jpg","0000008313.jpg"
"278","Café cantante","10695","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000008318.jpg","0000008318.jpg"
"280","Caídos en el infierno","10696","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000008326.jpg","0000008326.jpg"
"285","La calle del pecado","10697","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000004841.jpg","0000004841.jpg"
"286","La calle grita","10698","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000008334.jpg","0000008334.jpg"
"290","La cama","13887","http://nuevo.cinenacional.com/wp-content/uploads/2018/10/0000053635.png","0000053635.png"
"291","Camarero nocturno en Mar del Plata","10699","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000006218.jpg","0000006218.jpg"
"292","Camila","10700","http://nuevo.cinenacional.com/wp-content/uploads/2018/01/0000008354.jpg","0000008354.jpg"
