ID,Título,Año,Director(es),Slug
160473,"Después de recién",2004,"Ignacio Laxalde, Bernardo Francese",despues-de-recien
9792,"Dios autor de todo",Sin año,"Joaquín Maito, Tatiana Mazú, Nacho Losada",dios-autor-de-todo-i
160477,"Dios autor de todo",Sin año,"Tatiana Mazú",dios-autor-de-todo
160479,"Dolores",2014,"Gonzalo Tobal",dolores
160480,"Dolores",2016,"Juan Dickinson",dolores-2
8316,"Dolores",2016,"Gonzalo Tobal, Juan Dickinson",dolores-ii
10111,"Educación rural",2017,"Federico García Bedoya",educacion-rural-i
160491,"Educación rural",2019,"Federico García Bedoya",educacion-rural
160498,"El baile",2003,"Bruno Gradaschi",el-baile
5220,"El baile",2006,"Iván Fund, Bruno Gradaschi",el-baile-2
160504,"El bosque",2008,"Pablo Siciliano, Eugenio Lasserre",el-bosque
6906,"El bosque",2019,"Esteban Lamothe, Pablo Siciliano, Eugenio Lasserre",el-bosque-i
160507,"El candidato",1959,"Fernando Ayala",el-candidato
318,"El candidato",2017,"Daniel Hendler, Fernando Ayala",el-candidato-3
160510,"El cartero",1954,"Homero Cárpena",el-cartero
350,"El cartero",1962,"Paulina Fernández Jurado, Homero Cárpena",el-cartero-2
160520,"El desvío",1998,"Horacio Maldonado",el-desvio
2247,"El desvío",2019,"Axel Rezinovsky, Horacio Maldonado",el-desvio-i
160522,"El día que me quieras",1969,"Enrique Cahen Salaberry",el-dia-que-me-quieras
691,"El día que me quieras",1999,"Leandro Katz, Enrique Cahen Salaberry",el-dia-que-me-quieras-2
5933,"El duelo",1999,"Gabriela Piro, Gabriel Grieco",el-duelo-2
160526,"El duelo",2008,"Gabriel Grieco",el-duelo
160528,"El encuentro",1964,"Dino Minitti",el-encuentro
160529,"El encuentro",1999,"Maximiliano Gerscovich",el-encuentro-2
595,"El encuentro",2003,"Alberto Romero, Maximiliano Gerscovich, Dino Minitti",el-encuentro-3
160531,"El Fausto criollo",1979,"Luis Saslavsky",el-fausto-criollo
756,"El Fausto criollo",2011,"Fernando Birri, Luis Saslavsky, Enrique Ernesto Gunche",el-fausto-criollo-2
160535,"El fusilamiento de Dorrego",1909,"Mario Gallo",el-fusilamiento-de-dorrego
2750,"El fusilamiento de Dorrego",2002,"Nicolás Zukerfeld, Mario Gallo",el-fusilamiento-de-dorrego-2
160539,"El grito sagrado",1954,"Luis César Amadori",el-grito-sagrado
926,"El grito sagrado",2003,"Pablo Nisenson, Luis César Amadori",el-grito-sagrado-2
160543,"El Impenetrable",2012,"Daniele Incalcaterra, Fausta Quattrini",el-impenetrable
7534,"El impenetrable",2015,"Alejandro Schonfeld, Fausta Quattrini",el-impenetrable-i
160545,"El jefe",1958,"Fernando Ayala",el-jefe
1038,"El jefe",2011,"Jaime Escallón Buraglia, Fernando Ayala",el-jefe-2
160547,"El juego",2003,"Poll Pebe Pueyrredón",el-juego
5331,"El juego",2010,"Benjamín Naishtat, Poll Pebe Pueyrredón",el-juego-2
1261,"El matrero",1924,"Edmo Cominetti, Orestes Caviglia",el-matrero-2
160555,"El matrero",1939,"Orestes Caviglia",el-matrero
160557,"El muro",1947,"Leopoldo Torre Nilsson",el-muro
2814,"El muro",2001,"Hugo Álvarez (III), Leopoldo Torre Nilsson",el-muro-2
160559,"El negoción",1958,"Simón Feldman",el-negocion
1176,"El negoción",1959,"Simón Feldman",el-negocion-2
3673,"El otro",2006,"Federico Quiroz, Ariel Rotter",el-otro-2
160565,"El otro",2007,"Ariel Rotter",el-otro
160569,"El pasante",2004,"Robert M. Rovere",el-pasante
5271,"El pasante",2010,"Clara Picasso, Robert M. Rovere",el-pasante-2
196921,"El polvo",2023,"Nicolás Torchinsky",el-polvo-1
9543,"El polvo",Sin año,"Nicolás Torchinsky",el-polvo
160573,"El pozo",1995,"Fernando Priego Ruiz",el-pozo
160574,"El pozo",2002,"Carlos Bobeda",el-pozo-2
4382,"El pozo",2011,"Rodolfo Carnevale, Fernando Priego Ruiz, Carlos Bobeda",el-pozo-3
160576,"El puente",1950,"Carlos Gorostiza, Arturo Gemmiti",el-puente
1641,"El puente",1985,"Gustavo Cova, Myriam Angueira, Carlos Gorostiza, Arturo Gemmiti",el-puente-3
160577,"El puente",2002,"Myriam Angueira",el-puente-2
160582,"El remanso",1922,"Nelo Cosimi",el-remanso-2
1633,"El remanso",1926,"Rafael Parodi, Ladislao Haida, Nelo Cosimi",el-remanso-3
160581,"El remanso",1938,"Ladislao Haida",el-remanso
196910,"El repartidor está en camino",2024,"Martín Rejtman",el-repartidor-esta-en-camino-1
9661,"El repartidor está en camino",Sin año,"Martín Rejtman",el-repartidor-esta-en-camino
160584,"El río",1993,"Rafael Filippelli",el-rio
3985,"El río",2012,"Juane Otegui, Yanina Díaz, Rafael Filippelli",el-rio-i
160589,"El secreto de Julia",2002,"Ernesto Aguilar",el-secreto-de-julia
2889,"El secreto de Julia",2019,"Ernesto Aguilar",el-secreto-de-julia-i
160595,"El viaje",1942,"Francisco Mugica",el-viaje
160596,"El viaje",1989,"Mauro Bedendo",el-viaje-2
1983,"El viaje",1990,"Pino Solanas, Mauro Bedendo, Francisco Mugica",el-viaje-3
160608,"En buena ley",1919,"Mario Gallo",en-buena-ley
2758,"En buena ley",Sin año,"Alberto Traversa, Mario Gallo",en-buena-ley-2
7208,"En el Umbral… (Aleph)",2011,"Danilo Raúl Hernández",en-el-umbral-aleph-2
160610,"En el Umbral… (Aleph)",2011,"Danilo Raúl Hernández",en-el-umbral-aleph
160616,"En un día de gloria",1918,"Mario Gallo",en-un-dia-de-gloria
2759,"En un día de gloria",Sin año,"Alberto Traversa, Mario Gallo",en-un-dia-de-gloria-2
160618,"Enero",2010,"Cynthia Gabrenja, Marcelo Scoccia",enero
6985,"Enero",2020,"Gabriel E. Mora, Cynthia Gabrenja, Marcelo Scoccia",enero-i
160620,"Equilibrio",2003,"Fernando Madedo, Hernán Marino, Diego Mendizábal, Emanuel Flax, Lucía Sidelnik",equilibrio
3595,"Equilibrio",2011,"Martín Alba, Anabella Rivero, Hernán Marino, Diego Mendizábal, Emanuel Flax, Lucía Sidelnik",equilibrio-2
160622,"Espectro",2010,"Sergio Subero",espectro
7557,"Espectro",Sin año,"Inés María Barrionuevo, Sergio Subero",espectro-i
160630,"Ezeiza",1997,"Verónica Chen",ezeiza
160631,"Ezeiza",2005,"Andrea Servera",ezeiza-2
3031,"Ezeiza",2013,"Cristina Motta, Andrea Servera, Verónica Chen",ezeiza-i
160637,"Fantasma",1996,"Mariana Abelleira",fantasma
160638,"Fantasma",2006,"Lisandro Alonso",fantasma-2
4956,"Fantasma",2010,"Carlos Montoya, Mariana Abelleira, Lisandro Alonso",fantasma-3
160640,"Fascinación",1949,"Carlos Schlieper",fascinacion
754,"Fascinación",2016,"Alejandro Jablonskis, Carlos Schlieper",fascinacion-2
160642,"Fausto",1923,"Eduardo Martínez de la Pera, Enrique Ernesto Gunche",fausto
4758,"Fausto",2003,"María de Lourdes Argüelles, Eduardo Martínez de la Pera, Enrique Ernesto Gunche",fausto-2
160644,"Feliz cumpleaños",1999,"Germán Chiodi",feliz-cumpleanos
6004,"Feliz cumpleaños",2007,"Matías Zanotto, Germán Chiodi",feliz-cumpleanos-i
160646,"Feriado",2006,"Federico Bezenzette",feriado
6518,"Feriado",2014,"Diego Araujo, Federico Bezenzette",feriado-2
160648,"Fin de semana",2010,"Moroco Colman",fin-de-semana
8941,"Fin de semana",2016,"Moroco Colman",fin-de-semana-2
188698,"Flipper",2021,"Matías Szulanski",flipper-2
159138,"Flipper",Sin año,"Matías Szulanski",flipper
160659,"Fuego",1968,"Armando Bó",fuego
819,"Fuego",1998,"Robert M. Rovere, Armando Bó",fuego-2
160661,"Fuera de temporada",2004,"Leonardo Maldonado",fuera-de-temporada
3725,"Fuera de temporada",2017,"Sabrina Campos, Leonardo Maldonado",fuera-de-temporada-2
817,"Galleguita",1923,"Julio Irigoyen",galleguita-2
160663,"Galleguita",1940,"Julio Irigoyen",galleguita
160665,"Garúa",2005,"Alberto Romero, Lucía Miranda",garua
3784,"Garúa",2005,"Gustavo Corrado, Lucía Miranda",garua-2
160667,"Gauchito Gil",2000,"Guillermo Bergandi",gauchito-gil
8818,"Gauchito Gil",2020,"Fernando Del Castillo, Guillermo Bergandi",gauchito-gil-i
160082,"Géminis",2005,"Albertina Carri",geminis-2
3014,"Géminis",2020,"Pablo Fritzler, Albertina Carri",geminis-i
160675,"Guacho",1954,"Lucas Demare",guacho
930,"Guacho",2007,"Juan Minujín, Lucas Demare",guacho-3
160678,"Guaraní",1963,"Mauricio Berú",guarani
4122,"Guaraní",2015,"Luis Zorraquín, Mauricio Berú",guarani-2
160680,"Güemes y sus gauchos",1910,"Liliana Giordano",guemes-y-sus-gauchos
2754,"Güemes y sus gauchos",Sin año,"Mario Gallo, Liliana Giordano",guemes-y-sus-gauchos-2
160686,"Hermanos",1939,"Enrique de Rosas",hermanos
892,"Hermanos",Sin año,"Henrique De Freitas Lima, Enrique de Rosas",hermanos-3
160691,"Historia de una fascinación",2001,"Emiliano Romero",historia-de-una-fascinacion
3386,"Historia de una fascinación",2002,"Tomás Larrinaga, Emiliano Romero",historia-de-una-fascinacion-2
160693,"Hogar",2001,"Adrián Salinas",hogar
160694,"Hogar",2004,"Julio César Rodríguez Caloggero",hogar-2
3113,"Hogar",2010,"Rocío Pérez Belarra, Tomás Utillano Martínez, Julio César Rodríguez Caloggero, Adrián Salinas",hogar-3
160701,"Implantación",2011,"Fermín Acosta, Lucía Salas, Sol Bolloqui",implantacion
7217,"Implantación",2016,"Fermín Acosta, Sol Bolloqui, Lucía Salas",implantacion-2
7255,"Industria Argentina",2001,"Julián Borrell, Ricardo Díaz Iacoponi",industria-argentina-2
160705,"Industria argentina",2011,"Ricardo Díaz Iacoponi",industria-argentina
160711,"Invasión",1969,"Hugo Santiago",invasion
1009,"Invasión",2014,"Abner Benaim, Hugo Santiago",invasion-3
160714,"Invisible",2004,"Marcos Torres, Ezequiel Rormoser",invisible
5429,"Invisible",2014,"Juan Manuel Echalecu, Marcos Torres, Pablo Giorgelli, Ezequiel Rormoser",invisible-3
160715,"Invisible",2017,"Pablo Giorgelli",invisible-2
160717,"Involución",2005,"Rodrigo Patiño",involucion
6312,"Involución",2009,"Mariano Luque, Rodrigo Patiño",involucion-2
160719,"Jaque mate",2001,"Carlos Kaimakamian Carrau",jaque-mate
5171,"Jaque mate",2020,"Lucas Salomón, Carlos Kaimakamian Carrau",jaque-mate-i
160724,"Joven viuda y estanciera",1941,"Luis José Bayón Herrera",joven-viuda-y-estanciera
1046,"Joven viuda y estanciera",1970,"Julio Saraceni, Luis José Bayón Herrera",joven-viuda-y-estanciera-2
160726,"Juan Moreira",1936,"Nelo Cosimi",juan-moreira
1060,"Juan Moreira",1948,"Luis José Moglia Barth, Nelo Cosimi, Leonardo Favio",juan-moreira-3
160729,"La araña",1980,"Alejandro Agresti",la-arana
2529,"La araña",2010,"Sihuen Ernesto Vizcaíno, Alejandro Agresti",la-arana-2
160735,"La calesita",1963,"Hugo del Carril",la-calesita
282,"La calesita",1993,"Dirk von Braunmühl, Hugo del Carril",la-calesita-2
160739,"La casa",2004,"Manuel Fernández Arroyo",la-casa
5123,"La casa",2012,"Paola Michaels, Manuel Fernández Arroyo, Gustavo Fontán",la-casa-3
160740,"La casa",2012,"Gustavo Fontán",la-casa-2
401,"La cieguita de la avenida Alvear",1924,"Julio Irigoyen",la-cieguita-de-la-avenida-alvear-2
160744,"La cieguita de la avenida Alvear",1939,"Julio Irigoyen",la-cieguita-de-la-avenida-alvear
160750,"La deuda",1992,"Silvia Corral",la-deuda
2697,"La deuda",2019,"Gustavo Fontán, Silvia Corral",la-deuda-i
160753,"La espera",1983,"Fabián Bielinsky",la-espera
5470,"La espera",2006,"Hernán Arias Regalía, Fabián Bielinsky",la-espera-2
160760,"La garganta del diablo",1991,"Antonio Ottone",la-garganta-del-diablo
823,"La garganta del diablo",1993,"Sergio Móttola, Antonio Ottone",la-garganta-del-diablo-2
2831,"La granja",2006,"Hernán Luna, Ernesto Aguilar",la-granja-2
160762,"La granja",2008,"Ernesto Aguilar",la-granja
160764,"La herencia",1964,"Ricardo Alventosa",la-herencia
160765,"La herencia",1992,"Mariano Pariz",la-herencia-2
889,"La herencia",2008,"Sergio Schmucler, Mariano Pariz, Ricardo Alventosa",la-herencia-3
160771,"La memoria del agua",1994,"Héctor Faver",la-memoria-del-agua
1287,"La memoria del agua",2015,"Matías Bize, Héctor Faver",la-memoria-del-agua-2
160773,"La mentirosa",1942,"Luis César Amadori",la-mentirosa
1291,"La mentirosa",1999,"Luis César Amadori",la-mentirosa-2
4627,"La mudanza",1985,"Luz Álvarez, Sandra Schmidt",la-mudanza-2
160777,"La mudanza",Sin año,"Sandra Schmidt",la-mudanza
160785,"La novela de un joven pobre",1942,"Luis José Bayón Herrera",la-novela-de-un-joven-pobre
1242,"La novela de un joven pobre",1968,"Enrique Cahen Salaberry, Luis José Bayón Herrera",la-novela-de-un-joven-pobre-2
4464,"La otra orilla",2003,"Yael Szmulewicz, Lelia Dondoglio",la-otra-orilla-2
160793,"La otra orilla",Sin año,"Lelia Dondoglio",la-otra-orilla
160797,"La primera vez",2004,"Ygnacio Cervio",la-primera-vez
4882,"La primera vez",2015,"Sheila Coto, Ygnacio Cervio",la-primera-vez-2
160805,"La resistencia",1972,"Daniel Pires Mateus",la-resistencia
2462,"La resistencia",2005,"Daniela Goldes, Lorena Muñoz, Daniel Pires Mateus",la-resistencia-2
3578,"La Revista cielo Centenario",1910,"Julio Alsina",la-revista-cielo-centenario-2
160807,"La revista cielo centenario",1910,"Julio Alsina",la-revista-cielo-centenario
160809,"La sagrada familia",1988,"Pablo César",la-sagrada-familia
1735,"La sagrada familia",2002,"Ingmar Trost, Pablo César",la-sagrada-familia-2
160811,"La señal",2007,"Ricardo Darín, Martín Hodara",la-senal
3025,"La señal",2007,"Rodrigo Moreno, Vivi Tellas, Martín Hodara",la-senal-2
160819,"La terraza",1963,"Leopoldo Torre Nilsson",la-terraza
1723,"La terraza",1992,"Ezio Massa, Leopoldo Torre Nilsson",la-terraza-2
160825,"La ventana abierta",2004,"Marisol Carlos",la-ventana-abierta
5091,"La ventana abierta",2014,"Lucila Las Heras, Marisol Carlos",la-ventana-abierta-3
194764,"La virgen de la tosquera",2024,"Laura Casabé",la-virgen-de-la-tosquera
196900,"La virgen de la tosquera",2025,"Laura Casabé",la-virgen-de-la-tosquera-1
2431,"La visita",1971,"David Amitin, Juan Manuel Rada, Fiona Heine",la-visita-i
160829,"La visita",1994,"Fiona Heine",la-visita-2
160836,"Las insoladas",2002,"Gustavo Taretto",las-insoladas
3102,"Las insoladas",2014,"Gustavo Taretto",las-insoladas-2
3287,"Las manos",2004,"Juan Ronco, Alejandro Doria",las-manos-2
160838,"Las manos",2006,"Alejandro Doria",las-manos
160840,"Las olas",2017,"Adrián Biniez",las-olas
9015,"Las olas",2021,"Guillermo Saredo, Adrián Biniez",las-olas-i
2960,"Legado",1998,"Yanina Serrano, Marcelo Trotta",legado-3
160844,"Legado",2001,"Vivian Imar, Marcelo Trotta",legado
160847,"Lejos de casa",2010,"Miguel Mirra",lejos-de-casa
6901,"Lejos de casa",2020,"Laura Dariomerlo, Miguel Mirra",lejos-de-casa-i
5156,"Límite",1970,"Claudio Caldini, Javier Gorleri",limite-2
160849,"Límite",Sin año,"Javier Gorleri",limite
3137,"Lluvia",2001,"Violeta Uman, Paula Hernández",lluvia-2
160853,"Lluvia",2008,"Paula Hernández",lluvia
160855,"Lo que le pasó a Reynoso",1937,"Leopoldo Torres Ríos",lo-que-le-paso-a-reynoso
1109,"Lo que le pasó a Reynoso",1955,"Leopoldo Torres Ríos",lo-que-le-paso-a-reynoso-2
160857,"Los árboles",2017,"Mariano Luque",los-arboles
9008,"Los árboles",2019,"Luana Carmona, Mariano Luque",los-arboles-i
160859,"Los chicos crecen",1942,"Carlos Hugo Christensen",los-chicos-crecen
390,"Los chicos crecen",1974,"Enrique Carreras, Carlos Hugo Christensen",los-chicos-crecen-2
160861,"Los chicos y la calle",2002,"Carlos Echeverría",los-chicos-y-la-calle
2932,"Los chicos y la calle",2012,"Carlos Echeverría",los-chicos-y-la-calle-2
160865,"Los elegidos",1965,"Martín Schor",los-elegidos
4059,"Los elegidos",2011,"Rodolfo Mórtola, Martín Schor",los-elegidos-2
160872,"Los inocentes",1994,"Verónica Chen",los-inocentes-2-2
984,"Los inocentes",2016,"Mauricio Brunetti, Verónica Chen, Juan Antonio Bardem",los-inocentes-1
160874,"Los insomnes",1984,"Carlos Orgambide",los-insomnes
988,"Los insomnes",Sin año,"Sebastián Miranda (II), Carlos Orgambide",los-insomnes-2
160876,"Los muchachos de antes no usaban gomina",1936,"Manuel Romero",los-muchachos-de-antes-no-usaban-gomina
1459,"Los muchachos de antes no usaban gomina",1969,"Enrique Carreras, Manuel Romero",los-muchachos-de-antes-no-usaban-gomina-2
160880,"Los perros",2004,"Adrián Jaime",los-perros
3265,"Los perros",2020,"Agustín Adba, Adrián Jaime",los-perros-i
160883,"Los últimos",2007,"Miguel Mirra",los-ultimos
8288,"Los últimos",2017,"Nicolás Puenzo, Miguel Mirra",los-ultimos-2
160889,"Madam Baterflai",2011,"Carina Sama",madam-baterflai
8023,"Madam Baterflai",2013,"Carina Sama",madam-baterflai-2
3523,"Magia",2004,"Maria Pérez Escala, Sergio Esquenazi",magia-2
160891,"Magia",2004,"Sergio Esquenazi",magia
160895,"Mañana",2004,"Federico Paladino",manana
3951,"Mañana",2005,"Damián Fain, Federico Paladino",manana-3
160902,"Marcela",2000,"Juan Carlos Clemente",marcela
4841,"Marcela",2009,"Gastón Siriczman, Antonio Balseiro, Juan Carlos Clemente",marcela-3
160903,"Marcela",2012,"Antonio Balseiro",marcela-2
5735,"Marea",2009,"Ximena González, Brenda Urlacher",marea-2
160905,"Marea",2013,"Brenda Urlacher",marea
160914,"Martín Fierro",1923,"Alfredo Quesada (II), Josué Quesada",martin-fierro-2
160913,"Martín Fierro",1968,"Leopoldo Torre Nilsson",martin-fierro
1214,"Martín Fierro",1989,"Fernando Laverde, Leopoldo Torre Nilsson, Josué Quesada",martin-fierro-3
3817,"Medianeras",2004,"Gustavo Taretto",medianeras-2
160918,"Medianeras",2011,"Gustavo Taretto",medianeras
160920,"Metamorfosis",2005,"Daniel Ponce",metamorfosis
4311,"Metamorfosis",2020,"Mariano Cirigliano, Daniel Ponce",metamorfosis-i
160922,"Mi Buenos Aires querido",1936,"Julio Irigoyen",mi-buenos-aires-querido
1306,"Mi Buenos Aires querido",1961,"Francisco Mugica, Julio Irigoyen",mi-buenos-aires-querido-2
160924,"Mi noche triste",1952,"Lucas Demare",mi-noche-triste
1361,"Mi noche triste",1997,"Goyo Anchou, Lucas Demare",mi-noche-triste-2
3159,"Mientras tanto",2003,"Tate Sanguine, Diego Lerman",mientras-tanto-2
160926,"Mientras tanto",2006,"Diego Lerman",mientras-tanto
160930,"Momentos",1980,"María Luisa Bemberg",momentos
1424,"Momentos",2012,"Pablo Polledri, María Luisa Bemberg",momentos-2
160932,"Mono",2007,"Mauro Andrizzi, Mariano Goldgrob",mono
6482,"Mono",2021,"Roberto Porta, Mariano Goldgrob",mono-i
1475,"Muerte civil",1910,"Mario Gallo, Alberto D'Aversa",muerte-civil-2
160934,"Muerte civil",1954,"Alberto D'Aversa",muerte-civil
160936,"Mujeres",1966,"Paulina Fernández Jurado",mujeres
3494,"Mujeres",1979,"Narcisa Hirsch, Paulina Fernández Jurado, Rosario Zubeldía",mujeres-3
160937,"Mujeres",1989,"Rosario Zubeldía",mujeres-2
160945,"Noche de bodas",1942,"Carlos Hugo Christensen",noche-de-bodas
1203,"Noche de bodas",2009,"Mariana Barassi, Carlos Hugo Christensen",noche-de-bodas-i
160949,"Nocturno",2001,"Diego Varela",nocturno
2486,"Nocturno",Sin año,"Christian Fuma, Diego Varela, Cristian Pauls",nocturno-2
160951,"Nocturnos",2008,"Ariel Medina, Maximiliano Ricciardi, Leandro Martín Vitullo",nocturnos
160952,"Nocturnos",2011,"Edgardo Cozarinsky",nocturnos-2
6569,"Nocturnos",2013,"Ivana L. Nebuloni, Julián Pérez Cobo, Edgardo Cozarinsky, Maximiliano Ricciardi, Leandro Martín Vitullo",nocturnos-3
160955,"Nosotros",1993,"Rodrigo Moreno",nosotros-2
160954,"Nosotros",2002,"Diego Martínez Vignatti",nosotros
3116,"Nosotros",2013,"Melisa Brito Aller, Diego Martínez Vignatti, Rodrigo Moreno",nosotros-3
3110,"Octavo piso",2000,"Robert M. Rovere, Enrique Bellande",octavo-piso-2
160963,"Octavo piso",2002,"Enrique Bellande",octavo-piso
160967,"Ofrenda",2005,"Silvana Lopa",ofrenda
4664,"Ofrenda",2020,"Juan Mónaco Cagni, Silvana Lopa",ofrenda-i
160971,"Ojos que no ven",1999,"Beda Docampo Feijóo",ojos-que-no-ven
